Transaction Date, State ,SKU,Sales($),COGS,Qty
2016-07-09,Maryland,"Performers Binder/Pad Holder, Black",84.09,42.045,3
2016-07-09,Maryland,Prismacolor Color Pencil Set,79.36,46.8224,4
2016-07-09,Maryland,GBC Recycled VeloBinder Covers,153.36,82.81440000000002,9
2016-07-09,Maryland,Wilson Jones Active Use Binders,43.68,22.2768,6
2016-07-09,Maryland,Project Tote Personal File,98.21,69.72909999999999,7
2016-07-09,Pennsylvania,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,269.982,229.48470000000003,3
2016-07-17,Florida,"Bush Westfield Collection Bookcases, Medium Cherry Finish",231.92,226.12199999999999,5
2016-07-16,New York,Petty Cash Envelope,80.88,41.248799999999996,3
2016-07-16,New York,Kensington Orbit Wireless Mobile Trackball for PC and Mac,599.9,407.932,10
2016-07-02,Florida,Easy-staple paper,11.952,7.9182,3
2016-07-02,Florida,Xerox 1957,15.552,9.9144,3
2016-07-08,Texas,Xerox 1990,21.12,14.520000000000001,5
2016-07-09,Texas,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",48.632,170.212,2
2016-07-26,California,Airmail Envelopes,167.86,88.96580000000002,2
2016-07-20,Illinois,Avery Durable Binders,2.88,7.344,5
2016-07-20,Illinois,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,384.944,511.42560000000003,4
2016-07-20,Illinois,Pyle PMP37LED,153.584,140.1454,2
2016-07-20,Illinois,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",913.43,965.626,5
2016-07-05,Pennsylvania,HP Standard 104 key PS/2 Keyboard,34.8,32.625,3
2016-07-05,Pennsylvania,Acco Perma 4000 Stacking Storage Drawers,38.976,41.412,3
2016-07-12,Illinois,"Global Push Button Manager's Chair, Indigo",383.607,389.0871,9
2016-07-12,Illinois,Geemarc AmpliPOWER60,148.48,131.77599999999998,2
2016-07-12,Illinois,Vtech CS6719,537.544,483.7896,7
2016-07-12,Illinois,Tuff Stuff Recycled Round Ring Binders,1.928,4.916399999999999,2
2016-07-12,Illinois,Newell 32,6.912,6.2208,3
2016-07-12,Illinois,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",7.76,9.894,1
2016-07-12,Illinois,GE 2-Jack Phone Line Splitter,659.168,609.7304,4
2016-07-31,Mississippi,Microsoft Sculpt Comfort Mouse,239.7,134.23199999999997,6
2016-07-16,Maryland,"Global Manager's Adjustable Task Chair, Storm",150.98,107.19579999999999,1
2016-07-16,Maryland,"White Envelopes, White Envelopes with Clear Poly Window",137.25,74.11500000000001,9
2016-07-16,Maryland,"Acco Banker's Clasps, 5 3/4""-Long",11.52,6.1056,4
2016-07-23,New York,Acco 3-Hole Punch,10.512,6.832800000000001,3
2016-07-11,Delaware,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",199.836,236.94840000000002,4
2016-07-11,Delaware,Wilson Electronics DB Pro Signal Booster,716.0,522.6800000000001,2
2016-07-11,Delaware,Tuf-Vin Binders,221.06,117.1618,7
2016-07-06,California,Novimex Turbo Task Chair,170.352,187.3872,3
2016-07-02,New York,Xerox 209,19.44,10.1088,3
2016-07-18,California,Logitech G35 7.1-Channel Surround Sound Headset,519.96,343.1736000000001,4
2016-07-27,Kentucky,Mediabridge Sport Armband iPhone 5s,29.97,29.670299999999997,3
2016-07-24,Kentucky,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,14.8674,3
2016-07-24,Kentucky,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",135.09,72.9486,9
2016-07-24,Kentucky,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,279.86,215.49220000000003,14
2016-07-24,Kentucky,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",90.06,48.632400000000004,6
2016-07-30,Minnesota,"Global Stack Chair without Arms, Black",155.88,116.91,6
2016-07-25,Alabama,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",98.46,49.23,9
2016-07-25,Alabama,"Bevis Round Conference Table Top, X-Base",358.58,319.1362,2
2016-07-06,New Jersey,Newell 333,11.12,8.2288,4
2016-07-25,California,Motorola L703CM,623.96,584.9625000000001,5
2016-07-18,New York,Newell 32,5.76,4.1472,2
2016-07-26,California,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9.144,6.0579,3
2016-07-26,California,Tuff Stuff Recycled Round Ring Binders,23.136,14.7492,6
2016-07-26,California,Newell 334,99.2,73.408,5
2016-07-12,Texas,Vtech CS6719,307.168,276.45120000000003,4
2016-07-14,Arizona,SAFCO Boltless Steel Shelving,272.736,337.5108,3
2016-07-14,Arizona,Xerox 1899,18.496,11.7912,4
2016-07-14,Arizona,SAFCO Arco Folding Chair,441.92,392.204,2
2016-07-14,Arizona,"Hon Metal Bookcases, Black",127.764,319.40999999999997,6
2016-07-04,California,Avery Premier Heavy-Duty Binder with Round Locking Rings,22.848,15.4224,2
2016-07-10,California,Large Capacity Hanging Post Binders,39.92,26.946,2
2016-07-05,North Carolina,Stackable Trays,4.928,4.1888,2
2016-07-05,North Carolina,Avery 508,11.784,7.512300000000001,3
2016-07-17,Texas,Avery 479,6.264,4.2282,3
2016-07-17,Texas,Advantus T-Pin Paper Clips,14.432,11.0044,4
2016-07-31,Missouri,"Acme 10"" Easy Grip Assistive Scissors",52.59,36.813,3
2016-07-26,Arizona,Office Star - Contemporary Task Swivel Chair,266.352,253.03439999999998,3
2016-07-02,North Carolina,Geemarc AmpliPOWER60,74.24,65.88799999999999,1
2016-07-02,North Carolina,24-Hour Round Wall Clock,159.84,113.886,10
2016-07-02,North Carolina,Wilson Jones Turn Tabs Binder Tool for Ring Binders,2.892,5.2056000000000004,2
2016-07-02,North Carolina,Things To Do Today Pad,9.392,6.104799999999999,2
2016-07-18,New York,Economy Binders,3.328,2.1216,2
2016-07-18,New York,"Plantronics CS 50-USB - headset - Convertible, Monaural",135.99,99.27270000000001,1
2016-07-18,New York,"Eldon Expressions Wood Desk Accessories, Oak",7.38,5.2398,1
2016-07-26,Pennsylvania,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10.368,6.7392,2
